key	lemma	part_of_speech	parsing	definition	strongs	alternates
הַזָּרַע	זֶרַע	noun	definite article prefix, masculine singular absolute	seed; figuratively, fruit, plant, sowing-time, posterity	H2233	
הַזֹּאת	זֹאת	pronoun	definite article prefix, demonstrative pronoun	this (often used adverb)	H2063	
הַזֹּבְחִים	זָבַח	verb	definite article prefix, qal active participle masculine plural absolute	to slaughter an animal (usually in sacrifice)	H2076	
הַזֹּבֵחַ	זָבַח	verb	definite article prefix, qal active participle masculine singular absolute	to slaughter an animal (usually in sacrifice)	H2076	
הַזֹּחֶלֶת	זֹחֶלֶת	proper noun	not parsed	Zocheleth, a boundary stone in. Palestine	H2120	
הַזֹּנִים	זָנָה	verb	definite article prefix, qal active participle masculine plural absolute	to commit adultery (usually of the female, and less often of simple fornication	H2181	
הַזֹּנוֹת	זָנָה	verb	definite article prefix, qal active participle feminine plural absolute	to commit adultery (usually of the female, and less often of simple fornication	H2181	
הַזֹּרְעִים	זָרַע	verb	definite article prefix, qal active participle masculine plural absolute	to sow; figuratively, to disseminate, plant, fructify	H2232	
הַזֹּרֵק	זָרַק	verb	definite article prefix, qal active participle masculine singular absolute	to sprinkle (fluid or solid particles)	H2236	
הַזּוֹנֶה	זָנָה	verb	definite article prefix, qal active participle masculine singular absolute	to commit adultery (usually of the female, and less often of simple fornication	H2181	
הַזּוֹנָה	זָנָה	verb	definite article prefix, qal active participle feminine singular absolute	to commit adultery (usually of the female, and less often of simple fornication	H2181	
הַזּוּזִים	זוּזִים	noun	definite article prefix, masculine singular absolute	Zuzites, an aboriginal tribe of Palestine	H2104	
הַחֲבִתִּים	חָבֵת	noun	definite article prefix, masculine plural absolute	something fried, probably a griddle-cake	H2281	
הַחֲדָשָׁה	חָדָשׁ	adjective	definite article prefix, adjective feminine singular absolute	new	H2319	
הַחֲוִילָה	חֲוִילָה	proper noun	definite article prefix	Chavilah, the name of two or three eastern regions; also perhaps of two men	H2341	
הַחֲוֺנִי	חֲוָא	verb	hiphil imperative 2nd person masculine plural, pronominal suffix 1st person common singular	to show	H2324	
הַחֲזִיקִי	חָזַק	verb	hiphil imperative 2nd person feminine singular	to fasten upon	H2388	
הַחֲזִיקוּ	חָזַק	verb	hiphil imperative 2nd person masculine plural	to fasten upon	H2388	
הַחֲזִיר	חֲזִיר	noun	definite article prefix, masculine singular absolute	a hog (perhaps as penned)	H2386	
הַחֲזֵק	חָזַק	verb	hiphil imperative 2nd person masculine singular	to fasten upon	H2388	
הַחֲזָקָה	חָזָק	adjective	definite article prefix, adjective feminine singular absolute	strong (usu. in a bad sense, hard, bold, violent)	H2389	
הַחֲטִיא	חָטָא	verb	hiphil infinitive construct	properly, to miss; hence (figuratively and generally) to sin	H2398	
הַחֲיִתֶם	חָיָה	verb	hiphil perfect 2nd person masculine plural	to live, whether literally or figuratively; causatively, to revive	H2421	
הַחֲיָלִים	חַיִל	noun	definite article prefix, masculine plural absolute	probably a force, whether of men, means or other resources; an army, wealth, virtue, valor, strength	H2428	
הַחֲיוּ	חָיָה	verb	hiphil imperative 2nd person masculine plural	to live, whether literally or figuratively; causatively, to revive	H2421	
הַחֲכִילָה	חֲכִילָה	proper noun	definite article prefix	Chakilah, a hill in Palestine	H2444	
הַחֲכָמִים	חָכָם	adjective	definite article prefix, adjective masculine plural absolute	wise, (i.e. intelligent, skilful or artful)	H2450	
הַחֲכָמוֹת	חָכָם	adjective	definite article prefix, adjective feminine plural absolute	wise, (i.e. intelligent, skilful or artful)	H2450	
הַחֲלִיפוֹת	חֲלִיפָה	noun	definite article prefix, feminine plural absolute	alternation	H2487	
הַחֲלָבִים	חֶלֶב	noun	definite article prefix, masculine plural absolute	fat, whether literally or figuratively; hence, the richest or choice part	H2459	
הַחֲלָלִים	חָלָל	adjective	definite article prefix, adjective masculine plural absolute	pierced (especially to death); figuratively, polluted	H2491	
הַחֲלָקִים	חֵלֶק	noun	definite article prefix, masculine plural absolute	properly, smoothness (of the tongue); also an allotment	H2506	
הַחֲלֹּנוֹת	חַלּוֹן	noun	definite article prefix, both genders plural absolute	a window (as perforated)	H2474	
הַחֲלֹמוֹת	חֲלוֹם	noun	definite article prefix, masculine plural absolute	a dream	H2472	
הַחֲלוֹם	חֲלוֹם	noun	definite article prefix, masculine singular absolute	a dream	H2472	חָלַם|noun|definite article prefix, masculine singular absolute
הַחֲמִישִׁי	חֲמִישִׁי	adjective	definite article prefix, ordinal number masculine singular absolute	fifth; also a fifth	H2549	
הַחֲמִישִׁית	חֲמִישִׁי	adjective	definite article prefix, ordinal number feminine singular absolute	fifth; also a fifth	H2549	
הַחֲמִישִׁת	חֲמִישִׁי	adjective	definite article prefix, ordinal number feminine singular absolute	fifth; also a fifth	H2549	
הַחֲמִשִּׁים	חֲמִשִּׁים	adjective	definite article prefix, cardinal number both genders plural absolute	fifty	H2572	
הַחֲמִשִׁי	חֲמִישִׁי	adjective	definite article prefix, ordinal number masculine singular absolute	fifth; also a fifth	H2549	
הַחֲמִשִׁית	חֲמִישִׁי	adjective	definite article prefix, ordinal number feminine singular absolute	fifth; also a fifth	H2549	
הַחֲמִשָּׁה	חָמֵשׁ	adjective	definite article prefix, cardinal number masculine singular absolute	five	H2568	
הַחֲמָתִי	חֲמָתִי	noun	definite article prefix, masculine singular absolute	a Chamathite or native of Chamath	H2577	
הַחֲמֹר	חֲמוֹר	noun	definite article prefix, both genders singular absolute	a male ass (from its dun red)	H2543	
הַחֲמֹרִים	חֲמוֹר	noun	definite article prefix, both genders plural absolute	a male ass (from its dun red)	H2543	
הַחֲמֻדֹת	חֶמְדָּה	noun	definite article prefix, feminine plural absolute	delight	H2532	
הַחֲמֻשִׁים	חָמֻשׁ	verb	definite article prefix, qal passive participle masculine plural absolute	staunch, i.e. able-bodied soldiers	H2571	
הַחֲמוֹר	חֲמוֹר	noun	definite article prefix, both genders singular absolute	a male ass (from its dun red)	H2543	
הַחֲמוֹרִים	חֲמוֹר	noun	definite article prefix, both genders plural absolute	a male ass (from its dun red)	H2543	
הַחֲנִית	חֲנִית	noun	definite article prefix, feminine singular absolute	a lance (for thrusting, like pitching a tent)	H2595	
הַחֲנִיתִים	חֲנִית	noun	definite article prefix, feminine plural absolute	a lance (for thrusting, like pitching a tent)	H2595	
הַחֲנֹכִי	חֲנֹכִי	noun	definite article prefix, masculine singular absolute	a Chanokite (collectively) or descendants of Chanok	H2599	
הַחֲנֻטִים	חָנַט	noun	definite article prefix, masculine plural absolute	to spice; by implication, to embalm; also to ripen	H2590	
הַחֲנֻיוֹת	חָנוּת	noun	definite article prefix, feminine plural absolute	properly, a vault or cell (with an arch); by implication, a prison	H2588	
הַחֲסִידָה	חֲסִידָה	noun	definite article prefix, feminine singular absolute	the kind (maternal) bird, i.e. a stork	H2624	
הַחֲסָדִים	חֵסֵד	noun	definite article prefix, masculine plural absolute	kindness; by implication (towards God) piety; rarely (by opposition) reproof, or (subject.) beauty	H2617	
הַחֲפֵצִים	חָפֵץ	adjective	definite article prefix, adjective masculine plural absolute	pleased with	H2655	
הַחֲצִי	חֵצִי	noun	definite article prefix, masculine singular absolute	the half or middle	H2677	
הַחֲצֵרִים	חָצֵר	noun	definite article prefix, both genders plural absolute	a yard (as inclosed by a fence); also a hamlet (as similarly surrounded with walls)	H2691	
הַחֲצֵרֹת	חָצֵר	noun	definite article prefix, both genders plural absolute	a yard (as inclosed by a fence); also a hamlet (as similarly surrounded with walls)	H2691	
הַחֲצֵרוֹת	חָצֵר	noun	definite article prefix, both genders plural absolute	a yard (as inclosed by a fence); also a hamlet (as similarly surrounded with walls)	H2691	
הַחֲרְטֻמִּים	חַרְטֹם	noun	definite article prefix, masculine plural absolute	a horoscopist (as drawing magical lines or circles)	H2748	
הַחֲרִימָם	חָרַם	verb	hiphil infinitive construct, pronominal suffix 3rd person masculine plural	to seclude; specifically (by a ban) to devote to religious uses (especially destruction)	H2763	
הַחֲרִימוּ	חָרַם	verb	hiphil imperative 2nd person masculine plural	to seclude; specifically (by a ban) to devote to religious uses (especially destruction)	H2763	
הַחֲרִישִׁי	חָרַשׁ	verb	hiphil imperative 2nd person feminine singular	to scratch, i.e. (by implication) to engrave	H2790	
הַחֲרִישׁוּ	חָרַשׁ	verb	hiphil imperative 2nd person masculine plural	to scratch, i.e. (by implication) to engrave	H2790	
הַחֲרֵדִים	חָרֵד	adjective	definite article prefix, adjective masculine plural absolute	fearful; also reverential	H2730	
הַחֲרֵם	חָרַם	verb	hiphil infinitive absolute	to seclude; specifically (by a ban) to devote to religious uses (especially destruction)	H2763	
הַחֲרֵשׁ	חָרַשׁ	verb	hiphil infinitive absolute	to scratch, i.e. (by implication) to engrave	H2790	חָרַשׁ|verb|hiphil imperative 2nd person masculine singular
הַחֲרַכִּים	חֶרֶךְ	noun	definite article prefix, masculine plural absolute	properly, a net, i.e. (by analogy) lattice	H2762	
הַחֲרָדָה	חֲרָדָה	noun	definite article prefix, feminine singular absolute	fear, anxiety	H2731	
הַחֲרָשִׁים	חֶרֶשׁ	proper noun	not parsed	magical craft; also silence	H2791	
הַחֲרֹדִי	חֲרֹדִי	noun	definite article prefix, masculine singular absolute	a Charodite, or inhabitant of Charod	H2733	
הַחֲרוּפִי	חֲרוּפִי	noun	definite article prefix, masculine singular absolute	a Charuphite or inhabitant of Charuph (or Chariph)	H2741	
הַחֲתוּמִים	חָתַם	verb	definite article prefix, qal passive participle masculine plural absolute	to close up; especially to seal	H2856	
הַחֳדָשִׁים	חָדָשׁ	adjective	definite article prefix, adjective masculine plural absolute	new	H2319	
הַחִוִּי	חִוִּי	noun	definite article prefix, masculine singular absolute	a Chivvite, one of the aboriginal tribes of Palestine	H2340	
הַחִזָּיוֹן	חִזָּיוֹן	noun	definite article prefix, masculine singular absolute	a revelation, expectation by dream	H2384	
הַחִטִּים	חִטָּה	noun	definite article prefix, feminine plural absolute	wheat, whether the grain or the plant	H2406	
הַחִיִּיתֶם	חָיָה	verb	interrogative particle, piel perfect 2nd person masculine plural	to live, whether literally or figuratively; causatively, to revive	H2421	
הַחִידָה	חִידָה	noun	definite article prefix, feminine singular absolute	a puzzle, hence, a trick, conundrum, sententious maxim	H2420	
הַחִיצֹנָה	חִיצוֹן	adjective	definite article prefix, adjective feminine singular absolute	properly, the (outer) wall side; hence, exterior; figuratively, secular (as opposed to sacred)	H2435	
הַחִיצוֹן	חִיצוֹן	adjective	definite article prefix, adjective masculine singular absolute	properly, the (outer) wall side; hence, exterior; figuratively, secular (as opposed to sacred)	H2435	
הַחִיצוֹנָה	חִיצוֹן	adjective	definite article prefix, adjective feminine singular absolute	properly, the (outer) wall side; hence, exterior; figuratively, secular (as opposed to sacred)	H2435	חִיצוֹן|adjective|definite article prefix, adjective masculine singular absolute, directional he
הַחִירֹת	פִּי הַחִירֹת	proper noun	not parsed	Pi-ha-Chiroth, a place in Egypt	H6367	פִּי הַחִירֹת|proper noun|definite article prefix
הַחִלָּם	חָלַל	verb	hiphil infinitive construct, pronominal suffix 3rd person masculine plural	properly, to bore, i.e. (by implication) to wound, to dissolve	H2490	
הַחִלֹּתִי	חָלַל	verb	hiphil perfect 1st person common singular	properly, to bore, i.e. (by implication) to wound, to dissolve	H2490	
הַחִלּוֹתָ	חָלַל	verb	hiphil perfect 2nd person masculine singular	properly, to bore, i.e. (by implication) to wound, to dissolve	H2490	
הַחִנָּם	חִנָּם	adverb	interrogative particle, adverb	gratis, i.e. devoid of cost, reason or advantage	H2600	
הַחִצִּים	חִצִּי	noun	definite article prefix, masculine plural absolute	an arrow	H2678	חֵץ|noun|definite article prefix, masculine plural absolute
הַחִצֹנָה	חִיצוֹן	adjective	definite article prefix, adjective feminine singular absolute	properly, the (outer) wall side; hence, exterior; figuratively, secular (as opposed to sacred)	H2435	
הַחִצוֹנָה	חִיצוֹן	adjective	definite article prefix, adjective feminine singular absolute	properly, the (outer) wall side; hence, exterior; figuratively, secular (as opposed to sacred)	H2435	
הַחִתִּי	חִתִּי	noun	definite article prefix, masculine singular absolute	a Chittite, or descendant of Cheth	H2850	
הַחִתִּים	חִתִּי	noun	definite article prefix, masculine plural absolute	a Chittite, or descendant of Cheth	H2850	
הַחִתֹּתָ	חָתַת	verb	hiphil perfect 2nd person masculine singular	properly, to prostrate	H2865	
הַחֵל	חֵיל	noun	definite article prefix, masculine singular absolute	an army; also (by analogy,) an intrenchment	H2426	
הַחֵלֶב	חֶלֶב	noun	definite article prefix, masculine singular absolute	fat, whether literally or figuratively; hence, the richest or choice part	H2459	
הַחֵלֶק	חֵלֶק	noun	definite article prefix, masculine singular absolute	properly, smoothness (of the tongue); also an allotment	H2506	
הַחֵמֶת	חֵמֶת	noun	definite article prefix, feminine singular absolute	a skin bottle (as tied up)	H2573	
הַחֵמָה	חֵמָה	noun	definite article prefix, feminine singular absolute	heat; figuratively, anger, poison (from its fever)	H2534	
הַחֵן	חֵן	noun	definite article prefix, masculine singular absolute	graciousness, i.e. subjective (kindness, favor) or objective (beauty)	H2580	
הַחֵפֶץ	חֵפֶץ	noun	interrogative particle, masculine singular absolute	pleasure; hence (abstractly) desire	H2656	חֵפֶץ|noun|definite article prefix, masculine singular absolute
הַחֵפֶר	גַּת־הַחֵפֶר	proper noun	not parsed	Gath-Chepher, a place in Palestine	H1662	
הַחֵצִי	חִצִּי	noun	definite article prefix, masculine singular absolute	an arrow	H2678	חֵצִי|noun|definite article prefix, masculine singular absolute
הַחֵקֶר	חֵקֶר	noun	interrogative particle, masculine singular construct	examination, enumeration, deliberation	H2714	
הַחֵרְשִׁים	חֵרֵשׁ	adjective	definite article prefix, adjective masculine plural absolute	deaf (whether literally or spiritual)	H2795	
הַחֵרֶם	חֵרֶם	noun	definite article prefix, masculine singular absolute	physical (as shutting in) a net (either literally or figuratively); usually a doomed object	H2764	
הַחֶבְרִי	חֶבְרִי	noun	definite article prefix, masculine singular absolute	a Chebrite (collectively) or descendants of Cheber	H2277	
הַחֶבְרֹנִי	חֶבְרוֹנִי	noun	definite article prefix, masculine singular absolute	Chebronite (collectively), an inhabitant of Chebron	H2276	
הַחֶבֶל	חֶבֶל	noun	definite article prefix, both genders singular absolute	a rope (as twisted), especially a measuring line	H2256	
הַחֶדֶר	חֶדֶר	noun	definite article prefix, masculine singular absolute	an apartment (usually literal)	H2315	
הַחֶלְקִי	חֶלְקִי	noun	definite article prefix, masculine singular absolute	a Chelkite or descendant of Chelek	H2516	
הַחֶלְקָה	חֶלְקָה	noun	definite article prefix, feminine singular absolute	properly, smoothness; figuratively, flattery; also an allotment	H2513	
הַחֶמְדָּה	חֶמְדָּה	noun	definite article prefix, feminine singular absolute	delight	H2532	
הַחֶסֶד	חֵסֵד	noun	definite article prefix, masculine singular absolute	kindness; by implication (towards God) piety; rarely (by opposition) reproof, or (subject.) beauty	H2617	
הַחֶפְרִי	חֶפְרִי	noun	definite article prefix, masculine singular absolute	a Chephrite (collectively) or descendants of Chepher	H2662	
הַחֶצְרֹנִי	חֶצְרוֹנִי	noun	definite article prefix, masculine singular absolute	a Chetsronite or (collectively) descendants of Chetsron	H2697	
הַחֶצְרוֹנִי	חֶצְרוֹנִי	noun	definite article prefix, masculine singular absolute	a Chetsronite or (collectively) descendants of Chetsron	H2697	
הַחֶרֶב	חֶרֶב	noun	definite article prefix, feminine singular absolute	drought; also a cutting instrument (from its destructive effect), as a knife, sword, or other sharp implement	H2719	
הַחַגִּי	חַגִּי	noun	definite article prefix, masculine singular absolute	Chaggi, an Israelite; also (patronymically) a Chaggite, or descendant of the same	H2291	
הַחַדְרָה	חֶדֶר	noun	definite article prefix, masculine singular absolute, directional he	an apartment (usually literal)	H2315	
הַחַטָּאִים	חַטָּא	adjective	definite article prefix, adjective masculine plural absolute	a criminal, or one accounted guilty	H2400	
הַחַטָּאָה	חַטָּא	adjective	definite article prefix, adjective feminine singular absolute	a criminal, or one accounted guilty	H2400	
הַחַטָּאת	חַטָּאָה	noun	definite article prefix, feminine singular absolute	an offence (sometimes habitual sinfulness), and its penalty, occasion, sacrifice	H2403	
הַחַי	חַי	adjective	definite article prefix, adjective masculine singular absolute	alive; hence, raw (flesh); fresh (plant, water, year), strong	H2416	
הַחַיִּים	חַי	adjective	definite article prefix, adjective masculine plural absolute	alive; hence, raw (flesh); fresh (plant, water, year), strong	H2416	חַי|noun|definite article prefix, masculine plural absolute;חַי|noun|definite article prefix, both genders plural absolute
הַחַיִל	חַיִל	noun	definite article prefix, masculine singular absolute	probably a force, whether of men, means or other resources; an army, wealth, virtue, valor, strength	H2428	
הַחַיָּה	חַי	noun	definite article prefix, feminine singular absolute	alive; hence, raw (flesh); fresh (plant, water, year), strong	H2416	חַי|adjective|definite article prefix, adjective feminine singular absolute
הַחַיּוֹת	חַי	noun	definite article prefix, feminine plural absolute	alive; hence, raw (flesh); fresh (plant, water, year), strong	H2416	
הַחַלָּה	חַלָּה	noun	definite article prefix, feminine singular absolute	a cake (as usually punctured)	H2471	
הַחַלָּמִישׁ	חַלָּמִישׁ	noun	definite article prefix, masculine singular absolute	flint	H2496	
הַחַלָּשׁ	חַלָּשׁ	adjective	definite article prefix, adjective masculine singular absolute	frail	H2523	
הַחַלֹּנוֹת	חַלּוֹן	noun	definite article prefix, both genders plural absolute	a window (as perforated)	H2474	
הַחַלּוֹן	חַלּוֹן	noun	definite article prefix, both genders singular absolute	a window (as perforated)	H2474	
הַחַלּוֹנִים	חַלּוֹן	noun	definite article prefix, both genders plural absolute	a window (as perforated)	H2474	
הַחַמִישִׁי	חֲמִישִׁי	adjective	definite article prefix, ordinal number masculine singular absolute	fifth; also a fifth	H2549	
הַחַמָּה	חַמָּה	noun	definite article prefix, feminine singular absolute	heat; by implication, the sun	H2535	
הַחַמָּנִים	חַמָּן	noun	definite article prefix, masculine plural absolute	a sun-pillar	H2553	
הַחַרְגֹּל	חָרְגֹּל	noun	definite article prefix, masculine singular absolute	the leaping insect, i.e. a locust	H2728	
הַחַרְטֻמִּים	חַרְטֹם	noun	definite article prefix, masculine plural absolute	a horoscopist (as drawing magical lines or circles)	H2748	
הַחַרְסִית	חַרְסוּת	noun	definite article prefix, feminine singular absolute	a potsherd, i.e. (by implication) a pottery; the name of a gate at Jerusalem	H2777	
הַחַרְסָה	חֶרֶס	noun	definite article prefix, masculine singular absolute, directional he	the itch; the sun	H2775	
הַחַשְׁמַל	חַשְׁמַל	noun	definite article prefix, masculine singular absolute	probably bronze or polished spectrum metal	H2830	
הַחַשְׁמַלָה	חַשְׁמַל	noun	definite article prefix, masculine singular absolute, paragogic he	probably bronze or polished spectrum metal	H2830	
הַחָכְמָה	חׇכְמָה	noun	definite article prefix, feminine singular absolute	wisdom (in a good sense)	H2451	
הַחָפְשִׁית	חׇפְשׁוּת	noun	definite article prefix, feminine singular absolute	prostration by sickness	H2669	
הַחָרְמָה	חׇרְמָה	proper noun	definite article prefix	Chormah, a place in Palestine	H2767	
הַחֹבְלִים	חֶבֶל	noun	definite article prefix, masculine plural absolute	a rope (as twisted), especially a measuring line	H2256	
הַחֹבֵל	חֹבֵל	noun	definite article prefix, masculine singular absolute	a sailor	H2259	
הַחֹבֶרֶת	חֹבֶרֶת	noun	definite article prefix, feminine singular absolute	a joint	H2279	
הַחֹדֶרֶת	חָדַר	verb	definite article prefix, qal active participle feminine singular absolute	properly, to inclose (as a room), i.e. (by analogy,) to beset (as in a siege)	H2314	
הַחֹדֶשׁ	חֹדֶשׁ	noun	definite article prefix, masculine singular absolute	the new moon; by implication, a month	H2320	
הַחֹזִים	חֹזֶה	verb	definite article prefix, qal active participle masculine plural absolute	a beholder in vision; also a compact (as looked upon with approval)	H2374	חֹזֶה|noun|definite article prefix, masculine plural absolute
הַחֹזֶה	חֹזֶה	noun	definite article prefix, masculine singular absolute	a beholder in vision; also a compact (as looked upon with approval)	H2374	חֹזֶה|verb|definite article prefix, qal active participle masculine singular absolute
הַחֹטֵאת	חָטָא	verb	definite article prefix, qal active participle feminine singular absolute	properly, to miss; hence (figuratively and generally) to sin	H2398	
הַחֹל	חֹל	noun	definite article prefix, masculine singular absolute	properly, exposed; hence, profane	H2455	
הַחֹלִי	חֳלִי	noun	definite article prefix, masculine singular absolute	malady, anxiety, calamity	H2483	
הַחֹלֶד	חֹלֶד	noun	definite article prefix, masculine singular absolute	a weasel (from its gliding motion)	H2467	
הַחֹמֶר	חֹמֶר	noun	definite article prefix, masculine singular absolute	properly, a bubbling up, i.e. of water, a wave; of earth, mire or clay (cement); also a heap	H2563	
הַחֹמֶשׁ	חֹמֶשׁ	noun	definite article prefix, masculine singular absolute	the abdomen (as obese)	H2570	
הַחֹמָה	חוֹמָה	noun	definite article prefix, feminine singular absolute	a wall of protection	H2346	
הַחֹמֹתַיִם	חוֹמָה	noun	definite article prefix, feminine dual absolute	a wall of protection	H2346	
הַחֹמֹתָיִם	חוֹמָה	noun	definite article prefix, feminine dual absolute	a wall of protection	H2346	
הַחֹמוֹת	חוֹמָה	noun	definite article prefix, feminine plural absolute	a wall of protection	H2346	
הַחֹנִים	חָנָה	verb	definite article prefix, qal active participle masculine plural absolute	properly, to incline; by implication, to decline (of the slanting rays of evening)	H2583	
הַחֹסִים	חָסָה	verb	definite article prefix, qal active participle masculine plural absolute	to flee for protection; figuratively, to confide in	H2620	
הַחֹצֵב	חָצַב	verb	definite article prefix, qal active participle masculine singular absolute	to cut or carve (wood, stone or other material); by implication, to hew, split, square, quarry, engrave	H2672	
הַחֹקְקִים	חָקַק	verb	definite article prefix, qal active participle masculine plural absolute	properly, to hack, i.e. engrave (Judges 5:14, to be a scribe simply)	H2710	
הַחֹר	חוֹר	noun	definite article prefix, masculine singular absolute	a cavity, socket, den	H2356	
הַחֹרִי	חֹרִי	noun	definite article prefix, masculine singular absolute	a Chorite or aboriginal Idumaean	H2752	
הַחֹרִים	חֹר	noun	definite article prefix, masculine plural absolute	properly, white or pure (from the cleansing or shining power of fire; hence (figuratively) noble (in rank)	H2715	חוֹר|noun|definite article prefix, masculine plural absolute;חֹרִי|noun|definite article prefix, masculine plural absolute
הַחֹרֵשׁ	חָרַשׁ	verb	definite article prefix, qal active participle masculine singular absolute	to scratch, i.e. (by implication) to engrave	H2790	
הַחֹרֶף	חֹרֶף	noun	definite article prefix, masculine singular absolute	properly, the crop gathered, i.e. (by implication) the autumn (and winter) season	H2779	
הַחֹרֶשׁ	חֹרֶשׁ	noun	definite article prefix, masculine singular absolute	a forest (perhaps as furnishing the material for fabric)	H2793	
הַחֹרֹנִי	חֹרֹנִי	noun	definite article prefix, masculine singular absolute	a Choronite or inhabitant of Choronaim	H2772	
הַחֹשְׁבִים	חָשַׁב	verb	definite article prefix, qal active participle masculine plural absolute	properly, to plait or interpenetrate, i.e. (literally) to weave or (generally) to fabricate	H2803	
הַחֹשֶׁךְ	חֹשֶׁךְ	noun	definite article prefix, masculine singular absolute	the dark; hence (literally) darkness; figuratively, misery, destruction, death, ignorance, sorrow, wickedness	H2822	
הַחֹשֶׁן	חֹשֶׁן	noun	definite article prefix, masculine singular absolute	perhaps a pocket (as holding the Urim and Thummim), or rich (as containing gems)	H2833	
הַחֹתֶמֶת	חֹתֶמֶת	noun	definite article prefix, feminine singular absolute	a seal	H2858	
הַחֻקִּים	חֹק	noun	definite article prefix, masculine plural absolute	an enactment; hence, an appointment (of time, space, quantity, labor or usage)	H2706	
הַחֻקָּה	חֻקָּה	noun	definite article prefix, both genders singular absolute	{an enactment; hence, an appointment (of time, space, quantity, labor or usage)}	H2708	
הַחֻשָׁתִי	חֻשָׁתִי	noun	definite article prefix, masculine singular absolute	a Chushathite or descendant of Chushah	H2843	
הַחוֹחִים	חוֹחַ	noun	definite article prefix, masculine plural absolute	a thorn; by analogy, a ring forthe nose	H2336	
הַחוֹחַ	חוֹחַ	noun	definite article prefix, masculine singular absolute	a thorn; by analogy, a ring forthe nose	H2336	
הַחוֹל	חוֹל	noun	definite article prefix, masculine singular absolute	sand (as round or whirling particles)	H2344	
הַחוֹלֶה	חָלָה	verb	definite article prefix, qal active participle masculine singular absolute	properly, to be rubbed or worn; hence (figuratively) to be weak, sick, afflicted	H2470	
הַחוֹלָה	חָלָה	verb	definite article prefix, qal active participle feminine singular absolute	properly, to be rubbed or worn; hence (figuratively) to be weak, sick, afflicted	H2470	
הַחוֹמָה	חוֹמָה	noun	definite article prefix, feminine singular absolute	a wall of protection	H2346	
הַחוֹנִים	חָנָה	verb	definite article prefix, qal active participle masculine plural absolute	properly, to incline; by implication, to decline (of the slanting rays of evening)	H2583	
הַחוּפָמִי	חוּפָמִי	noun	definite article prefix, masculine singular absolute	a Chuphamite or descendant of Chupham	H2350	
הַחוּץ	חוּץ	noun	definite article prefix, masculine singular absolute	properly, separate by awall, i.e. outside, outdoors	H2351	
הַחוּצָה	חוּץ	noun	definite article prefix, masculine singular absolute, directional he	properly, separate by awall, i.e. outside, outdoors	H2351	
הַט	נָטָה	verb	hiphil imperative 2nd person masculine singular	to stretch or spread out	H5186	
הַטְּהֹרָה	טָהוֹר	adjective	definite article prefix, adjective feminine singular absolute	pure (in a physical, chemical, ceremonial or moral sense)	H2889	
הַטְּהוֹרָה	טָהוֹר	adjective	definite article prefix, adjective feminine singular absolute	pure (in a physical, chemical, ceremonial or moral sense)	H2889	
הַטְּמֵאִים	טָמֵא	adjective	definite article prefix, adjective masculine plural absolute	foul in a religious sense	H2931	
הַטְּמֵאָה	טָמֵא	adjective	definite article prefix, adjective feminine singular absolute	foul in a religious sense	H2931	
הַטְּפָחוֹת	טֵפַח	noun	definite article prefix, masculine plural absolute	a spread of the hand, i.e. a palm-breadth (not 'span' of the fingers)	H2947	
הַטְּרֵפָה	טְרֵפָה	noun	definite article prefix, feminine singular absolute	prey, i.e. flocks devoured by animals	H2966	
הַטְרִיפֵנִי	טָרַף	verb	hiphil imperative 2nd person masculine singular, pronominal suffix 1st person common singular	to pluck off or pull to pieces; causatively to supply with food (as in morsels)	H2963	
הַטִּי	נָטָה	verb	hiphil imperative 2nd person feminine singular	to stretch or spread out	H5186	
הַטִּיחַ	טִיחַ	noun	definite article prefix, masculine singular absolute	mortar or plaster	H2915	
הַטִּירוֹת	טִירָה	noun	definite article prefix, feminine plural absolute	a wall; hence, a fortress or a hamlet	H2918	
הַטֵּה	נָטָה	verb	hiphil imperative 2nd person masculine singular	to stretch or spread out	H5186	
הַטֶּנֶא	טֶנֶא	noun	definite article prefix, masculine singular absolute	a basket (of interlaced osiers)	H2935	
הַטַּבַּעַת	טַבַּעַת	noun	definite article prefix, feminine singular absolute	properly, a seal (as sunk into the wax), i.e. signet (for sealing); hence (generally) a ring of any kind	H2885	
הַטַּבָּח	טַבָּח	noun	definite article prefix, masculine singular absolute	properly, a butcher	H2876	
הַטַּבָּחִים	טַבָּח	noun	definite article prefix, masculine plural absolute	properly, a butcher	H2876	
הַטַּבָּעֹת	טַבַּעַת	noun	definite article prefix, feminine plural absolute	properly, a seal (as sunk into the wax), i.e. signet (for sealing); hence (generally) a ring of any kind	H2885	
הַטַּבָּעוֹת	טַבַּעַת	noun	definite article prefix, feminine plural absolute	properly, a seal (as sunk into the wax), i.e. signet (for sealing); hence (generally) a ring of any kind	H2885	
הַטַּחֲנָה	טַחֲנָה	noun	definite article prefix, feminine singular absolute	a hand mill; hence (figuratively) chewing	H2913	
הַטַּל	טַל	noun	definite article prefix, masculine singular absolute	dew (as covering vegetation)	H2919	
הַטַּף	טַף	noun	definite article prefix, masculine singular absolute	a family (mostly used collectively in the singular)	H2945	
הַטַבָּחִים	טַבָּח	noun	definite article prefix, masculine plural absolute	properly, a butcher	H2876	
הַטָּהֳרָה	טׇהֳרָה	noun	definite article prefix, both genders singular absolute	ceremonial purification; moral purity	H2893	
